"Species","Longitude","Latitude"
"Aeshna cyanea",15.43611711,57.00293329
"Aeshna cyanea",15.55261724,56.10256064
"Aeshna cyanea",16.96364329,59.40520655
"Aeshna cyanea",14.53325241,57.60381525
"Aeshna cyanea",12.44523487,59.14655731
"Aeshna cyanea",16.44068731,60.44265141
"Aeshna cyanea",16.93593819,62.4145184
"Aeshna cyanea",16.70466681,60.88405845
"Aeshna cyanea",13.53250111,55.5868593
"Aeshna cyanea",18.08411478,59.47773858
"Aeshna cyanea",13.50184415,56.87644204
"Aeshna cyanea",15.32083161,56.89433747
"Aeshna cyanea",15.16058352,56.78610464
"Aeshna cyanea",12.85463142,56.3549756
"Aeshna cyanea",13.57703363,58.44437918
"Aeshna cyanea",12.03490509,58.22623809
"Aeshna cyanea",13.05805126,56.32592538
"Aeshna cyanea",14.7760329,58.21516128
"Aeshna cyanea",17.71277945,60.5027943
"Aeshna cyanea",14.23028594,58.58044121
"Aeshna cyanea",13.22420396,55.6576702
"Aeshna cyanea",12.6245717,56.81781248
"Aeshna cyanea",15.87566861,57.90237196
"Aeshna cyanea",18.3977623,60.46519665
"Aeshna cyanea",15.94095682,57.9968518
"Aeshna cyanea",16.51700257,60.18619445
"Aeshna cyanea",13.62884997,55.69130942
"Aeshna cyanea",14.54906824,56.07091555
"Aeshna cyanea",14.01777412,56.40812419
"Aeshna cyanea",15.77448321,58.10295964
"Aeshna cyanea",13.81477766,56.0815583
"Aeshna cyanea",13.59332479,55.38816713
"Aeshna cyanea",15.05921819,58.14683074
"Aeshna cyanea",14.94315357,56.36391507
"Aeshna cyanea",16.24739471,59.22880595
"Aeshna cyanea",12.57718453,56.27419427
"Aeshna cyanea",15.75231449,58.30451621
"Aeshna cyanea",16.36949221,58.48311041
"Aeshna cyanea",14.91021908,56.71927293
"Aeshna cyanea",14.54682713,56.88911237
"Aeshna cyanea",17.32538194,60.59987919
"Aeshna cyanea",13.02344727,55.7319904
"Aeshna cyanea",11.74836905,57.83775646
"Aeshna cyanea",14.35842129,58.04525966
"Aeshna cyanea",13.06514493,56.90266331
"Aeshna cyanea",14.00257505,56.27721773
"Aeshna cyanea",16.71121888,58.34231803
"Aeshna cyanea",16.4554456,56.58044982
"Aeshna cyanea",14.15394191,58.43292066
"Aeshna cyanea",15.41423124,57.12670131
"Aeshna cyanea",15.18166171,56.23156075
"Aeshna cyanea",13.78388876,55.66134761
"Aeshna cyanea",11.44756168,58.90102897
"Aeshna cyanea",13.76876087,56.53211573
"Aeshna cyanea",12.87013287,57.31484539
"Aeshna cyanea",14.18252687,56.45404494
"Aeshna cyanea",17.36560159,58.80854206
"Aeshna cyanea",15.15789797,57.95855601
"Aeshna cyanea",12.92142293,57.21756334
"Aeshna cyanea",18.37546766,59.18360109
"Aeshna cyanea",16.88140355,61.76597179
"Aeshna cyanea",16.88765071,56.94905899
"Aeshna cyanea",13.52304403,58.32213179
"Aeshna cyanea",16.63080668,56.69678278
"Aeshna cyanea",13.97792533,59.32193681
"Aeshna cyanea",17.02842432,61.2784929
"Aeshna cyanea",18.75351614,59.47181448
"Aeshna cyanea",13.13738181,58.11830301
"Aeshna cyanea",13.47851214,55.50175263
"Aeshna cyanea",13.28122417,55.77656019
"Aeshna cyanea",17.07629638,61.75128913
"Aeshna cyanea",18.32268565,59.77771072
"Aeshna cyanea",16.55701693,58.39318154
"Aeshna cyanea",14.56175396,56.44422927
"Aeshna cyanea",17.64089717,59.51254418
"Aeshna cyanea",15.56085882,58.46480735
"Aeshna cyanea",14.58761588,57.85362013
"Aeshna cyanea",12.91996466,55.84363089
"Aeshna cyanea",17.00320602,58.69712748
"Aeshna cyanea",18.45721018,57.25307676
"Aeshna cyanea",14.65824942,56.16734086
"Aeshna cyanea",18.94268056,59.37002256
"Aeshna cyanea",13.5696443,57.63030836
"Aeshna cyanea",15.9341414,58.31146443
"Aeshna cyanea",15.69372444,57.89677693
"Aeshna cyanea",15.33925326,58.09286096
"Aeshna cyanea",13.86834009,55.54744704
"Aeshna cyanea",18.10064893,59.32838807
"Aeshna cyanea",14.90238696,58.4578231
"Aeshna cyanea",16.44058228,59.47369404
"Aeshna cyanea",18.80852738,57.8143314
"Aeshna cyanea",12.14651904,57.80066283
"Aeshna cyanea",16.79007118,58.01089787
"Aeshna cyanea",11.40560662,58.1801627
"Aeshna cyanea",16.23222892,56.90529531
"Aeshna cyanea",13.55664665,59.3092666
"Aeshna cyanea",13.39162962,58.55704347
"Aeshna cyanea",14.13564397,55.94267605
"Aeshna cyanea",17.36345677,59.55931309
"Aeshna cyanea",16.01442045,58.09758415
"Aeshna cyanea",15.78050126,60.55320631
"Aeshna cyanea",17.07273482,57.36635217
"Aeshna cyanea",16.52855805,56.3387338
"Aeshna cyanea",16.27230055,58.59895857
"Aeshna cyanea",14.86802303,60.50449436
"Aeshna cyanea",14.6215464,56.66396417
"Aeshna cyanea",13.12763935,55.5425637
"Aeshna cyanea",15.81645744,58.9246978
"Aeshna cyanea",13.6557342,58.22285295
"Aeshna cyanea",13.0945407,55.3786514
"Aeshna cyanea",14.17228576,55.45890252
"Aeshna cyanea",16.39629154,59.81563441
"Aeshna cyanea",16.46972873,58.270572
"Aeshna cyanea",16.5534911,61.41196926
"Aeshna cyanea",14.86831163,60.67108126
"Aeshna cyanea",17.87798898,59.43492747
"Aeshna cyanea",13.28354641,55.34505285
"Aeshna cyanea",13.53451602,56.03655801
"Aeshna cyanea",18.31607845,59.89329699
"Aeshna cyanea",18.41679095,59.54776749
"Aeshna cyanea",15.94851436,58.83098322
"Aeshna cyanea",12.93532327,55.56766766
"Aeshna cyanea",19.27596722,57.97250008
"Aeshna cyanea",15.40958365,60.76218037
"Aeshna cyanea",15.07433153,56.2993255
"Aeshna cyanea",12.97058864,60.65842583
"Aeshna cyanea",12.28551616,57.85543462
"Aeshna cyanea",12.49674278,57.06833427
"Aeshna cyanea",13.67187473,58.08419101
"Aeshna cyanea",16.17806872,58.27749998
"Aeshna cyanea",14.21860339,59.4646946
"Aeshna cyanea",12.6251809,58.13736375
"Aeshna cyanea",15.08268992,58.43732899
